id,y_2001,y_2002,y_2003,y_2004,y_2005,y_2007,y_2008,y_2009,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019
370630020253,791623,681133,815635,695115,495582,884458,1175182,830792,712195,1692803,1137325,907686,1169025,1170556,1108059,947730,1353212,3577037
370630020261,447052,686337,726765,1175416,1129843,1595584,1741762,1995914,1992570,1995213,1921162,2945370,2773181,3029155,3909885,4160320,4984953,11587438
370630020262,861072,922242,559010,835311,1511470,2360599,2597905,3367821,3545395,3572001,3758734,4104637,3119280,3810003,3382986,3367635,4495029,11249939
370630020271,566856,659995,563943,914261,483900,718191,734378,1030472,795597,1031865,948595,1338485,1745572,2634780,3232941,3156642,8307985,11295969
370630020272,173927,1218227,1285449,2408377,3440757,3102496,2178566,3070886,3406221,3993006,5059285,6153460,6287658,7120286,6237742,5812922,8688507,19206345
370630020273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012939,5931760
370630020281,365869,365869,466554,405358,887298,4393082,5801872,7518907,7674787,7978377,8371013,7902710,8592436,9426052,9239335,9662685,19819141,36384066
370630020282,0,0,0,0,0,165701,0,0,349860,365574,1777906,672631,994341,898596,688784,688784,1245773,6852781
370630020283,112414,0,0,0,0,0,1048715,1380545,1369585,1579692,1580611,1775300,2484332,2910061,3993425,4349546,8090953,20279435
370630021001,4524091,7480212,7017223,10388037,5257260,8252755,11733361,9192432,14124944,14515803,13890842,13268024,14603214,15285043,11125411,13754015,19534304,33777213
370630021002,1292215,1041747,1243095,2397059,1607932,1207064,1588405,1233821,1806831,1946813,2234320,1694419,2280276,1831437,2976252,2442734,4160907,7515349
370630021003,510720,664579,748964,1341975,706793,2078855,1435895,1712032,2163344,2455631,2353383,2234973,2424227,2560127,1739534,1341557,2513442,5881981
370630022001,339705,389424,310417,260698,393119,315117,4228976,4372032,2385385,1679400,1629317,1494874,1366850,626145,1468921,1474866,3924947,17157928
370630023001,360825,266646,443606,674991,694554,792247,703359,673733,1057091,821782,823602,719523,667651,666334,965535,632929,755213,3037145
370630023002,176095,0,43792,214576,211646,183958,63854,131576,121822,108764,108764,108764,336125,403847,895746,509273,685934,4757042
370639801001,,,,,,,,,,,,,,,,,,0
